X,Y,id_0,id,FacilityID,Full_Name,Reg_Rd_No,L_LADD,L_HADD,R_LADD,R_HADD,Left_Mun,Right_Mun,Status,Owner,Managed_By,LifeCycle,vertex_index,vertex_part,vertex_part_index,distance,angle,icon_url,auxiliary_storage_labeling_labelrotation
-79.2312955766403,43.0124756976286,"40","8","23208",Woodlawn Road,"41","0","0","0","0",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"10","0","10",221.014098503822,252.057606855213,./0.png,
-79.2451158446559,42.9915229429981,"142","28","23247",Division Street,"527","16","90","15","93",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"2","0","2",179.570154167701,75.262230591684,./0.png,
-79.0419653607844,42.9637282720318,"162","29","23568",Netherby Road,"25","2903","3351","3182","3350",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"18","0","18",818.71752318916,268.725137279558,./0.png,
-79.1842931006138,42.9747350819029,"216","41","22425",Doans Ridge Road,"84","254","490","253","489",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"8","0","8",1041.00969515516,178.343397203178,./0.png,
-79.2768998729889,43.0129068486699,"244","51","00613",Woodlawn Road,"41","445","445","390","406",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",285.460496791988,267.906694522615,./0.png,
-79.1842931006138,42.9747350819029,"275","59","22424",Doans Ridge Road,"84","506","676","505","675",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,178.275665806915,./0.png,
-79.2701101245076,43.0042652502937,"394","84","02228",Rice Road,"54","1","13","2","14",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"3","0","3",58.8126495484545,353.609770548988,./0.png,
-79.2322863977766,42.9934919590697,"399","86","00117",East Main Street,"27","700","798","701","799",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",85.7784869999915,88.6880306573547,./0.png,
-78.9187351335389,42.9129796317402,"447","95","15927",Central Avenue,"124","81","161","72","146",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"8","0","8",318.767283125611,356.834770394797,./0.png,
-79.181170666004,42.9628435814361,"525","123","25814",Doans Ridge Road,"25","722","752","721","751",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",48.8971705212573,297.392892500414,./0.png,
-79.1940221223483,42.9595799108619,"612","129","22441",Townline Tunnel Road,"525","0","0","0","0",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"4","0","4",875.673445049736,91.0555571796262,./0.png,
-79.1843283986479,43.0221858532886,"616","131","22819",Moyer Road,"84","643","999","644","1000",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,358.297709970588,./0.png,
-79.2664529986573,42.9623320854808,"620","132","23035",Humberstone Road,"33","235","257","270","270",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",116.445704300633,269.560452085284,./0.png,
-79.1843283986479,43.0221858532886,"649","140","22820",Moyer Road,"84","447","641","446","642",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"1","0","1",1064.5733621774,357.931985971461,./0.png,
-79.2498204551161,43.0205474473879,"691","146","22784",Niagara Street,"50","871","935","858","934",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"2","0","2",195.213956769706,359.512092117393,./0.png,
-78.9130822820173,42.9205643194985,"694","147","23658",Gilmore Road,"19","1","39","2","38",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",98.9262738458094,267.396190542883,./0.png,
-78.9242489401446,42.931409615992,"703","151","15492",Phipps Street,"21","277","335","278","332",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,266.787146669934,./0.png,
-78.9259672714682,42.9203380983549,"707","153","15486",Gilmore Road,"19","279","297","284","298",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,266.695038430244,./0.png,
-79.0415004983639,42.8851403990237,"729","161","14896",Dominion Road,"1","3375","3385","3370","3392",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",81.6435664885976,267.924384123522,./0.png,
-78.9187351335389,42.9129796317402,"742","168","12714",Central Avenue,"124","163","209","148","212",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,356.722747284216,./0.png,
-78.9259672714682,42.9203380983549,"799","190","15329",Gilmore Road,"19","271","277","270","282",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",32.5967781531252,267.469828784158,./0.png,
-78.9242489401446,42.931409615992,"862","199","15317",Phipps Street,"21","63","275","52","276",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",431.78382150273,266.909881192524,./0.png,
-78.9190703039448,42.9341041409709,"864","200","15552",Central Avenue,"124","635","663","636","662",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",126.343514218721,356.836646544874,./0.png,
-78.9191288141334,42.905655711603,"874","205","15536",Garrison Road,"3","168","180","161","179",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",55.5747338273231,268.009807075645,./0.png,
-79.2768998729889,43.0129068486699,"918","224","00614",Woodlawn Road,"41","0","0","0","0",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.727819399047,./0.png,
-79.2628840954618,42.9874546976889,"935","229","19864",Riverside Drive,"27","31","47","40","46",Welland,Welland,Public Maintained Road,RMN,RMN,Active,"4","0","4",208.377193735551,207.794546232415,./0.png,
-79.1806299623896,43.04136397057,"1081","241","21470",Chippawa Creek Road,"63","1219","1395","1220","1386",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"14","0","14",669.882725390328,282.185326670074,./0.png,
-78.9157813754541,42.9315876308787,"1099","247","23639",Phipps Street,"21","1","15","2","14",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",80.6524777304732,267.000728838466,./0.png,
-78.9157813754541,42.9315876308787,"1102","249","23641",Phipps Street,"21","17","61","16","50",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.001104787654,./0.png,
-78.9725096868581,42.9045217073547,"1133","260","15226",Garrison Road,"3","1555","1599","1554","1600",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,265.963302237444,./0.png,
-78.9725096868581,42.9045217073547,"1136","261","15225",Garrison Road,"3","1475","1553","1476","1552",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"1","0","1",159.760478973246,265.93720090787,./0.png,
-78.9190703039448,42.9341041409709,"1137","262","12694",Central Avenue,"124","665","681","664","680",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,356.871116019572,./0.png,
-78.9471631106349,42.8860765823087,"1167","266","16088",Dominion Road,"1","817","951","818","950",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"7","0","7",170.742547374131,295.874905066601,./0.png,
-79.0351449203224,42.9332290873469,"1193","270","15743",Bowen Road,"21","3013","3347","3012","3346",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"2","0","2",536.96441232533,270.875768072148,./0.png,
-79.092416513945,42.9634174474272,"1220","275","11445",Netherby Road,"25","4713","4791","4712","4790",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,268.229751113829,./0.png,
-79.092416513945,42.9634174474272,"1224","276","11444",Netherby Road,"25","4481","4711","4480","4710",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"2","0","2",592.021268061457,268.826583449388,./0.png,
-79.2611221458974,42.8916434759677,"1236","278","06913",Killaly Street West,"5","250","258","271","281",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.855829559415,./0.png,
-79.0415004983639,42.8851403990237,"1266","285","14772",Dominion Road,"1","3387","3583","3394","3600",Fort Erie,Fort Erie,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.823876621058,./0.png,
-79.276888540686,42.8914680234503,"1344","301","21093",Main Street West,"3","682","736","701","737",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"1","0","1",130.294551109895,268.207794455651,./0.png,
-79.1938602083121,42.9091066392252,"1518","355","21989",Miller Road,"84","1178","2000","1179","1999",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"4","0","4",1547.0027019323,359.155973253428,./0.png,
-79.2611221458974,42.8916434759677,"1538","362","06990",Killaly Street West,"5","242","248","253","269",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"1","0","1",85.1192519238388,268.304827407324,./0.png,
-79.0733373861204,43.1127698312936,"1547","367","10527",Bridge Street,"43","4806","4838","4817","4837",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.478034197702,./0.png,
-79.2212168205117,42.9011851615279,"1564","375","07078",Main Street East,"3","72","130","71","123",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"1","0","1",81.7010625701318,88.5534048079486,./0.png,
-79.0958432291111,43.1472173091798,"1653","390","08421",Niagara Townline Road,"61","5966","6210","6001","6209",Niagara Falls,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,266.176314732331,./0.png,
-79.1873937959098,42.9510400218139,"1688","392","21346",Miller Road,"84","4002","4298","4001","4299",Port Colborne,Port Colborne,Public Maintained Road,RMN,RMN,Active,"22","0","22",554.658500686179,35.9843807247464,./0.png,
-79.0860652108173,43.1124097425472,"1747","401","11960",Stanley Avenue,"102","4168","4234","4169","4233",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",105.962747350391,178.012469193804,./0.png,
-79.0868963098106,43.1292746757516,"1848","428","12821",Stanley Avenue,"102","2950","2950","2957","2977",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",117.452388941549,176.652617475901,./0.png,
-79.157950872199,42.9623318580283,"1881","443","13068",Netherby Road,"25","9208","9442","9207","9441",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",374.303411517477,268.699532448508,./0.png,
-79.1098460895331,43.0705160682198,"1883","444","12379",McLeod Road,"49","6828","6840","6849","6873",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",110.143629707386,266.524029363473,./0.png,
-79.1225288221926,42.9753024233097,"1885","445","12101",Montrose Road,"98","14050","14080","14049","14175",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"1","0","1",253.588607483691,178.757685201202,./0.png,
-79.0995506550259,43.0894436099045,"1911","457","11035",Lundy's Lane,"20","6566","6604","6567","6601",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.378677977664,./0.png,
-79.1098460895331,43.0705160682198,"2031","491","11298",McLeod Road,"49","6900","7036","6909","7037",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.977520247429,./0.png,
-79.0958432291111,43.1472173091798,"2040","493","08420",Niagara Townline Road,"61","5674","5964","0","0",Niagara Falls,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"2","0","2",437.356874092111,267.350739863241,./0.png,
-79.6896372618298,43.1423746398612,"2101","502","24795",Highway 20,"20","9600","9898","9601","9899",West Lincoln,West Lincoln,Public Maintained Road,RMN,RMN,Active,"2","0","2",430.439634128414,285.941859958827,./0.png,
-79.1250060029655,43.1226419584533,"2151","506","30285",Montrose Road,"98","2600","3086","2525","3089",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"24","0","24",1426.71886661482,173.925340661844,./0.png,
-79.1828855507161,43.1748834758376,"2186","509","08749",Niagara Stone Road,"55","30","96","29","79",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"17","0","17",669.227258914091,41.4981106107952,./0.png,
-79.0873431446405,43.1446043007476,"2192","511","09640",Stanley Avenue,"102","1900","2060","1901","2061",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,178.095847242757,./0.png,
-79.1485758642479,43.1347261854369,"2219","517","14063",Mountain Road,"101","8282","8958","8281","8959",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"4","0","4",830.754071689219,265.945833552438,./0.png,
-79.1069329538102,43.2529243709521,"2320","536","01511",Lakeshore Road,"87","1582","1634","1583","1635",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"3","0","3",255.916637190314,95.9082347037781,./0.png,
-79.1993643096347,43.084486460941,"2379","554","19753",Allanport Road,"82","2065","2399","2064","2400",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"1","0","1",82.9741707578705,357.011103537522,./0.png,
-79.205872091648,43.1111728813906,"2388","555","19761",Beaverdams Road,"67","1483","1499","1482","1498",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"4","0","4",83.5819939695922,243.325370606885,./0.png,
-79.3517337752242,43.0429304527907,"2392","557","19125",Highway 20 West,"20","700","798","701","799",Pelham,Pelham,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,267.556008348572,./0.png,
-79.0581944943993,43.0304138462523,"2457","573","13055",Sodom Road,"116","9468","10098","9467","10099",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,176.83606356043,./0.png,
-79.3517337752242,43.0429304527907,"2491","577","21941",Highway 20 West,"20","600","698","601","699",Pelham,Pelham,Public Maintained Road,RMN,RMN,Active,"4","0","4",842.441833243221,268.278189347036,./0.png,
-79.1510206711053,43.003491560592,"2512","581","11139",Schisler Road,"27","8652","9200","8651","9183",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"4","0","4",626.057644708102,268.316647452323,./0.png,
-79.17533384746,43.0978326182411,"2538","587","14125",Thorold Townline Road,"70","2783","3199","4682","4900",Thorold,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"2","0","2",392.414117717136,359.059303302867,./0.png,
-79.1011410885783,43.1415126862183,"2556","590","27750",St Paul Avenue,"100","1802","2036","1859","2035",Niagara Falls,Niagara Falls,Public Maintained Road,RMN,RMN,Active,"5","0","5",348.604774494188,181.59837473251,./0.png,
-79.2432829982942,43.1100942558933,"2670","613","30370",Merrittville Highway,"50","3201","3249","3202","3248",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"1","0","1",289.682433022954,357.972049321286,./0.png,
-79.2150550448086,43.1101821896996,"2700","618","24156",Collier Road South,"56","0","0","0","0",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"2","0","2",129.466703142481,177.141609069342,./0.png,
-79.2153829550102,43.1220007906516,"2712","623","06769",Collier Road South,"56","28","68","27","67",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"0","0","0",0,177.945284044463,./0.png,
-79.2153829550102,43.1220007906516,"2715","624","06766",Collier Road South,"56","2","26","1","25",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"1","0","1",94.5188224688117,177.829342761987,./0.png,
-79.2522084373689,43.085295319687,"2727","629","19294",Merrittville Highway,"50","2401","2629","2372","2630",Thorold,Thorold,Public Maintained Road,RMN,RMN,Active,"3","0","3",750.338189801364,357.776383828365,./0.png,
-79.1913339883518,43.212291284071,"2845","649","08471",Stewart Road,"86","708","902","709","903",Niagara-on-the-Lake,Niagara-on-the-Lake,Public Maintained Road,RMN,RMN,Active,"8","0","8",1072.3189895269,357.121411326455,./0.png,
